period,lower,mean,upper,label,experiment_id,run_id,subba
2024-06-23 08:00:00,47.13370262846831,69.76024589536681,114.96574349294528,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 09:00:00,40.741176470588236,61.52404846607692,113.22404150152462,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 10:00:00,40.529411764705884,54.81470866372804,101.54549911119179,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 11:00:00,41.88691591747043,51.872779966639044,112.4574067093856,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 12:00:00,40.31764705882353,50.30977838277505,106.77987978297745,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 13:00:00,40.31014622159913,48.292296815421665,86.81649387786648,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 14:00:00,40.81350141944324,49.529499938989886,93.89565208335773,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 15:00:00,45.861410607167215,57.50189257140744,108.480791891381,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 16:00:00,65.96519869007042,160.1650456671356,174.30000350038097,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 17:00:00,107.99859568194138,188.7122808946171,200.44150682084125,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 18:00:00,114.04451100336075,183.62229357220383,205.45669070497425,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 19:00:00,47.16013424054592,167.00476140431317,181.58728385650252,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 20:00:00,44.27058823529411,149.67450935515313,170.06695220659867,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 21:00:00,60.596528737892996,121.30399535429396,139.631360723709,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 22:00:00,42.470588235294116,108.8383290454735,132.23598289326972,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
2024-06-23 23:00:00,44.87416817488358,113.50512882570769,138.26272144741802,2024-06-23,577170290632978098,df18e46ff4a947bb883f3247b0e4dca5,VEA
